Unnamed: 0,x,y,label,source,filename,split,geometry,score,genus,taxonomy_id,city,treeID,Z,complete,basename
46.0,677.0,168.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (677 168),,,,,,,True,IMG_816.jpg
47.0,743.0,164.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (743 164),,,,,,,True,IMG_816.jpg
48.0,769.0,159.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (769 159),,,,,,,True,IMG_816.jpg
49.0,789.0,164.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (789 164),,,,,,,True,IMG_816.jpg
50.0,764.0,141.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (764 141),,,,,,,True,IMG_816.jpg
51.0,778.0,5.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (778 5),,,,,,,True,IMG_816.jpg
52.0,830.0,156.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (830 156),,,,,,,True,IMG_816.jpg
53.0,817.0,8.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (817 8),,,,,,,True,IMG_816.jpg
54.0,887.0,6.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (887 6),,,,,,,True,IMG_816.jpg
55.0,518.0,146.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (518 146),,,,,,,True,IMG_816.jpg
56.0,753.0,14.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (753 14),,,,,,,True,IMG_816.jpg
57.0,39.0,935.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (39 935),,,,,,,True,IMG_816.jpg
58.0,21.0,936.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (21 936),,,,,,,True,IMG_816.jpg
59.0,72.0,944.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (72 944),,,,,,,True,IMG_816.jpg
60.0,113.0,936.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (113 936),,,,,,,True,IMG_816.jpg
61.0,99.0,938.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (99 938),,,,,,,True,IMG_816.jpg
62.0,102.0,958.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (102 958),,,,,,,True,IMG_816.jpg
63.0,97.0,970.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (97 970),,,,,,,True,IMG_816.jpg
64.0,86.0,1004.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (86 1004),,,,,,,True,IMG_816.jpg
65.0,50.0,938.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (50 938),,,,,,,True,IMG_816.jpg
66.0,182.0,945.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (182 945),,,,,,,True,IMG_816.jpg
67.0,403.0,1020.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (403 1020),,,,,,,True,IMG_816.jpg
68.0,550.0,961.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (550 961),,,,,,,True,IMG_816.jpg
69.0,401.0,939.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (401 939),,,,,,,True,IMG_816.jpg
70.0,323.0,1014.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (323 1014),,,,,,,True,IMG_816.jpg
71.0,875.0,1016.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (875 1016),,,,,,,True,IMG_816.jpg
72.0,849.0,1009.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (849 1009),,,,,,,True,IMG_816.jpg
73.0,805.0,996.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (805 996),,,,,,,True,IMG_816.jpg
74.0,787.0,1009.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (787 1009),,,,,,,True,IMG_816.jpg
75.0,787.0,976.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (787 976),,,,,,,True,IMG_816.jpg
76.0,801.0,899.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (801 899),,,,,,,True,IMG_816.jpg
77.0,803.0,882.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (803 882),,,,,,,True,IMG_816.jpg
78.0,994.0,995.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (994 995),,,,,,,True,IMG_816.jpg
79.0,987.0,1008.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (987 1008),,,,,,,True,IMG_816.jpg
80.0,983.0,1016.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (983 1016),,,,,,,True,IMG_816.jpg
81.0,929.0,1021.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (929 1021),,,,,,,True,IMG_816.jpg
82.0,923.0,998.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (923 998),,,,,,,True,IMG_816.jpg
83.0,899.0,996.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (899 996),,,,,,,True,IMG_816.jpg
84.0,863.0,897.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (863 897),,,,,,,True,IMG_816.jpg
85.0,939.0,896.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (939 896),,,,,,,True,IMG_816.jpg
86.0,45.0,284.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (45 284),,,,,,,True,IMG_816.jpg
87.0,12.0,324.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (12 324),,,,,,,True,IMG_816.jpg
88.0,92.0,279.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (92 279),,,,,,,True,IMG_816.jpg
89.0,218.0,578.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (218 578),,,,,,,True,IMG_816.jpg
90.0,164.0,595.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (164 595),,,,,,,True,IMG_816.jpg
91.0,112.0,586.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (112 586),,,,,,,True,IMG_816.jpg
92.0,153.0,535.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (153 535),,,,,,,True,IMG_816.jpg
93.0,178.0,515.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (178 515),,,,,,,True,IMG_816.jpg
94.0,135.0,449.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (135 449),,,,,,,True,IMG_816.jpg
95.0,31.0,455.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (31 455),,,,,,,True,IMG_816.jpg
96.0,58.0,372.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (58 372),,,,,,,True,IMG_816.jpg
97.0,30.0,394.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (30 394),,,,,,,True,IMG_816.jpg
98.0,244.0,298.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (244 298),,,,,,,True,IMG_816.jpg
99.0,278.0,285.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (278 285),,,,,,,True,IMG_816.jpg
100.0,275.0,298.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (275 298),,,,,,,True,IMG_816.jpg
101.0,270.0,414.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (270 414),,,,,,,True,IMG_816.jpg
102.0,272.0,436.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (272 436),,,,,,,True,IMG_816.jpg
103.0,183.0,451.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (183 451),,,,,,,True,IMG_816.jpg
104.0,200.0,443.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (200 443),,,,,,,True,IMG_816.jpg
105.0,205.0,784.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (205 784),,,,,,,True,IMG_816.jpg
106.0,195.0,804.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (195 804),,,,,,,True,IMG_816.jpg
107.0,195.0,829.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (195 829),,,,,,,True,IMG_816.jpg
108.0,196.0,856.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (196 856),,,,,,,True,IMG_816.jpg
109.0,175.0,856.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (175 856),,,,,,,True,IMG_816.jpg
110.0,148.0,860.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (148 860),,,,,,,True,IMG_816.jpg
111.0,125.0,860.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (125 860),,,,,,,True,IMG_816.jpg
112.0,96.0,860.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (96 860),,,,,,,True,IMG_816.jpg
113.0,72.0,870.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (72 870),,,,,,,True,IMG_816.jpg
114.0,147.0,781.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (147 781),,,,,,,True,IMG_816.jpg
115.0,93.0,780.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (93 780),,,,,,,True,IMG_816.jpg
116.0,181.0,706.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (181 706),,,,,,,True,IMG_816.jpg
117.0,192.0,670.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (192 670),,,,,,,True,IMG_816.jpg
118.0,159.0,646.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (159 646),,,,,,,True,IMG_816.jpg
119.0,117.0,612.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (117 612),,,,,,,True,IMG_816.jpg
120.0,128.0,598.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (128 598),,,,,,,True,IMG_816.jpg
121.0,25.0,532.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (25 532),,,,,,,True,IMG_816.jpg
122.0,11.0,503.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (11 503),,,,,,,True,IMG_816.jpg
123.0,196.0,723.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (196 723),,,,,,,True,IMG_816.jpg
124.0,159.0,728.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (159 728),,,,,,,True,IMG_816.jpg
125.0,227.0,724.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (227 724),,,,,,,True,IMG_816.jpg
126.0,231.0,709.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (231 709),,,,,,,True,IMG_816.jpg
127.0,233.0,679.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (233 679),,,,,,,True,IMG_816.jpg
128.0,233.0,664.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (233 664),,,,,,,True,IMG_816.jpg
129.0,242.0,633.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (242 633),,,,,,,True,IMG_816.jpg
130.0,242.0,616.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (242 616),,,,,,,True,IMG_816.jpg
131.0,202.0,526.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (202 526),,,,,,,True,IMG_816.jpg
132.0,248.0,504.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (248 504),,,,,,,True,IMG_816.jpg
133.0,255.0,529.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (255 529),,,,,,,True,IMG_816.jpg
134.0,262.0,480.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (262 480),,,,,,,True,IMG_816.jpg
135.0,266.0,460.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (266 460),,,,,,,True,IMG_816.jpg
136.0,284.0,394.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (284 394),,,,,,,True,IMG_816.jpg
137.0,239.0,857.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (239 857),,,,,,,True,IMG_816.jpg
138.0,226.0,856.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (226 856),,,,,,,True,IMG_816.jpg
139.0,163.0,668.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (163 668),,,,,,,True,IMG_816.jpg
140.0,279.0,733.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (279 733),,,,,,,True,IMG_816.jpg
141.0,291.0,717.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (291 717),,,,,,,True,IMG_816.jpg
142.0,319.0,639.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (319 639),,,,,,,True,IMG_816.jpg
143.0,299.0,594.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (299 594),,,,,,,True,IMG_816.jpg
144.0,311.0,569.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (311 569),,,,,,,True,IMG_816.jpg
145.0,317.0,543.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (317 543),,,,,,,True,IMG_816.jpg
146.0,320.0,492.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (320 492),,,,,,,True,IMG_816.jpg
147.0,320.0,455.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (320 455),,,,,,,True,IMG_816.jpg
148.0,356.0,361.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (356 361),,,,,,,True,IMG_816.jpg
149.0,357.0,273.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (357 273),,,,,,,True,IMG_816.jpg
150.0,355.0,288.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (355 288),,,,,,,True,IMG_816.jpg
151.0,354.0,305.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (354 305),,,,,,,True,IMG_816.jpg
152.0,377.0,272.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (377 272),,,,,,,True,IMG_816.jpg
153.0,402.0,292.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (402 292),,,,,,,True,IMG_816.jpg
154.0,454.0,271.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (454 271),,,,,,,True,IMG_816.jpg
155.0,435.0,393.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (435 393),,,,,,,True,IMG_816.jpg
156.0,439.0,367.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (439 367),,,,,,,True,IMG_816.jpg
157.0,335.0,387.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (335 387),,,,,,,True,IMG_816.jpg
158.0,335.0,419.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (335 419),,,,,,,True,IMG_816.jpg
159.0,335.0,401.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (335 401),,,,,,,True,IMG_816.jpg
160.0,123.0,459.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (123 459),,,,,,,True,IMG_816.jpg
161.0,211.0,375.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (211 375),,,,,,,True,IMG_816.jpg
162.0,355.0,712.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (355 712),,,,,,,True,IMG_816.jpg
163.0,363.0,692.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (363 692),,,,,,,True,IMG_816.jpg
164.0,371.0,664.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (371 664),,,,,,,True,IMG_816.jpg
165.0,346.0,672.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (346 672),,,,,,,True,IMG_816.jpg
166.0,338.0,656.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (338 656),,,,,,,True,IMG_816.jpg
167.0,323.0,654.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (323 654),,,,,,,True,IMG_816.jpg
168.0,367.0,628.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (367 628),,,,,,,True,IMG_816.jpg
169.0,347.0,603.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (347 603),,,,,,,True,IMG_816.jpg
170.0,352.0,652.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (352 652),,,,,,,True,IMG_816.jpg
171.0,354.0,640.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (354 640),,,,,,,True,IMG_816.jpg
172.0,421.0,596.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (421 596),,,,,,,True,IMG_816.jpg
173.0,443.0,703.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (443 703),,,,,,,True,IMG_816.jpg
174.0,354.0,744.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (354 744),,,,,,,True,IMG_816.jpg
175.0,351.0,725.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (351 725),,,,,,,True,IMG_816.jpg
176.0,349.0,853.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (349 853),,,,,,,True,IMG_816.jpg
177.0,346.0,840.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (346 840),,,,,,,True,IMG_816.jpg
178.0,405.0,849.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (405 849),,,,,,,True,IMG_816.jpg
179.0,394.0,844.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (394 844),,,,,,,True,IMG_816.jpg
180.0,381.0,848.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (381 848),,,,,,,True,IMG_816.jpg
181.0,464.0,412.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (464 412),,,,,,,True,IMG_816.jpg
182.0,436.0,438.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (436 438),,,,,,,True,IMG_816.jpg
183.0,439.0,468.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (439 468),,,,,,,True,IMG_816.jpg
184.0,421.0,502.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (421 502),,,,,,,True,IMG_816.jpg
185.0,361.0,494.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (361 494),,,,,,,True,IMG_816.jpg
186.0,415.0,460.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (415 460),,,,,,,True,IMG_816.jpg
187.0,391.0,561.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (391 561),,,,,,,True,IMG_816.jpg
188.0,354.0,569.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (354 569),,,,,,,True,IMG_816.jpg
189.0,443.0,526.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (443 526),,,,,,,True,IMG_816.jpg
190.0,486.0,464.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (486 464),,,,,,,True,IMG_816.jpg
191.0,538.0,414.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (538 414),,,,,,,True,IMG_816.jpg
192.0,473.0,544.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (473 544),,,,,,,True,IMG_816.jpg
193.0,479.0,572.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (479 572),,,,,,,True,IMG_816.jpg
194.0,461.0,572.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (461 572),,,,,,,True,IMG_816.jpg
195.0,331.0,604.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (331 604),,,,,,,True,IMG_816.jpg
196.0,495.0,660.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (495 660),,,,,,,True,IMG_816.jpg
197.0,469.0,652.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (469 652),,,,,,,True,IMG_816.jpg
198.0,466.0,635.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (466 635),,,,,,,True,IMG_816.jpg
199.0,449.0,636.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (449 636),,,,,,,True,IMG_816.jpg
200.0,510.0,481.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (510 481),,,,,,,True,IMG_816.jpg
201.0,584.0,553.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (584 553),,,,,,,True,IMG_816.jpg
202.0,555.0,620.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (555 620),,,,,,,True,IMG_816.jpg
203.0,539.0,616.0,Tree,Amirkolaee et al. 2023,IMG_816.jpg,train,POINT (539 616),,,,,,,True,IMG_816.jpg
