version,split,filename,source,n_annotations,max_margin,canopy_annotated_frac,complete
0.23,validation,SPA23_clipped_Allen_et_al_2025.tif,Allen et al. 2025,35,0.023299056964800707,0.563058245782143,True
0.23,validation,SPA24_clipped_Allen_et_al_2025.tif,Allen et al. 2025,29,0.017410840601689036,0.6726504653457615,True
0.23,validation,SPA26_clipped_Allen_et_al_2025.tif,Allen et al. 2025,58,0.019576013317739775,0.7215955721009203,True
0.23,validation,SPA32_clipped_Allen_et_al_2025.tif,Allen et al. 2025,21,0.022600114032892245,0.6923410116172303,True
0.23,validation,SPA36_clipped_Allen_et_al_2025.tif,Allen et al. 2025,37,0.023148435792661678,0.7241216332634128,True
0.23,validation,ortho_3919_10000_40000_Frey_et_al_2026.png,Frey et al. 2026,14,0.8724603566639125,0.0533896058479796,False
0.23,validation,ortho_3919_10000_42000_Frey_et_al_2026.png,Frey et al. 2026,27,0.7172726589143277,0.2334842515515452,False
0.23,validation,ortho_3919_10000_44000_Frey_et_al_2026.png,Frey et al. 2026,8,0.7609191989060491,0.06314918235797151,False
0.23,validation,ortho_3919_12000_28000_Frey_et_al_2026.png,Frey et al. 2026,8,0.94260885572806,0.00792725,False
0.23,validation,ortho_3919_12000_30000_Frey_et_al_2026.png,Frey et al. 2026,28,0.7647896187230945,0.15717575,False
0.23,validation,ortho_3919_12000_32000_Frey_et_al_2026.png,Frey et al. 2026,32,0.5853538431990891,0.33927125,False
0.23,validation,ortho_3919_12000_34000_Frey_et_al_2026.png,Frey et al. 2026,30,0.4172338373064995,0.51398125,False
0.23,validation,ortho_3919_12000_36000_Frey_et_al_2026.png,Frey et al. 2026,43,0.2474972928930074,0.6942555,False
0.23,validation,ortho_3919_12000_38000_Frey_et_al_2026.png,Frey et al. 2026,47,0.050279593668878075,0.875221,False
0.23,validation,ortho_3919_12000_40000_Frey_et_al_2026.png,Frey et al. 2026,67,0.0,0.9895165822653162,True
0.23,validation,ortho_3919_12000_42000_Frey_et_al_2026.png,Frey et al. 2026,68,0.0,0.99944075,True
0.23,validation,ortho_3919_12000_44000_Frey_et_al_2026.png,Frey et al. 2026,63,0.0,0.898861935744611,True
0.23,validation,ortho_3919_12000_46000_Frey_et_al_2026.png,Frey et al. 2026,12,0.6750807254910469,0.11959311583765445,False
0.23,validation,ortho_3919_14000_28000_Frey_et_al_2026.png,Frey et al. 2026,44,0.27553664955496787,0.62141175,False
0.23,validation,ortho_3919_14000_30000_Frey_et_al_2026.png,Frey et al. 2026,67,0.0,0.999085,True
0.23,validation,ortho_3919_14000_32000_Frey_et_al_2026.png,Frey et al. 2026,62,0.0,0.99910625,True
0.23,validation,ortho_3919_14000_34000_Frey_et_al_2026.png,Frey et al. 2026,65,0.0,0.99946825,True
0.23,validation,ortho_3919_14000_36000_Frey_et_al_2026.png,Frey et al. 2026,61,0.0,0.9963195,True
0.23,validation,ortho_3919_14000_38000_Frey_et_al_2026.png,Frey et al. 2026,59,0.0,0.99968125,True
0.23,validation,ortho_3919_14000_40000_Frey_et_al_2026.png,Frey et al. 2026,56,0.0,0.9988975050025773,True
0.23,validation,ortho_3919_14000_42000_Frey_et_al_2026.png,Frey et al. 2026,47,0.0,0.99921225,True
0.23,validation,ortho_3919_14000_44000_Frey_et_al_2026.png,Frey et al. 2026,64,0.0,0.9996114843809685,True
0.23,validation,ortho_3919_14000_46000_Frey_et_al_2026.png,Frey et al. 2026,40,0.2725626344382763,0.56927725,False
0.23,validation,ortho_3919_16000_28000_Frey_et_al_2026.png,Frey et al. 2026,35,0.31756665101647374,0.633555,False
0.23,validation,ortho_3919_16000_30000_Frey_et_al_2026.png,Frey et al. 2026,62,0.0,0.9966141516059748,True
0.23,validation,ortho_3919_16000_32000_Frey_et_al_2026.png,Frey et al. 2026,54,0.0,0.9855666396411445,True
0.23,validation,ortho_3919_16000_34000_Frey_et_al_2026.png,Frey et al. 2026,54,0.0,0.9948616461276509,True
0.23,validation,ortho_3919_16000_36000_Frey_et_al_2026.png,Frey et al. 2026,50,0.0,0.99949425,True
0.23,validation,ortho_3919_16000_38000_Frey_et_al_2026.png,Frey et al. 2026,59,0.0,0.9927155644866642,True
0.23,validation,ortho_3919_16000_40000_Frey_et_al_2026.png,Frey et al. 2026,50,0.0,0.9995794473122034,True
0.23,validation,ortho_3919_16000_42000_Frey_et_al_2026.png,Frey et al. 2026,52,0.0,0.999962,True
0.23,validation,ortho_3919_16000_44000_Frey_et_al_2026.png,Frey et al. 2026,54,0.0,0.998266,True
0.23,validation,ortho_3919_16000_46000_Frey_et_al_2026.png,Frey et al. 2026,50,0.13838993740081787,0.772473,False
0.23,validation,ortho_3919_18000_28000_Frey_et_al_2026.png,Frey et al. 2026,30,0.4404235784113407,0.5048616949467677,False
0.23,validation,ortho_3919_18000_30000_Frey_et_al_2026.png,Frey et al. 2026,64,0.0,0.9971752875759929,True
0.23,validation,ortho_3919_18000_32000_Frey_et_al_2026.png,Frey et al. 2026,51,0.0,0.9993015,True
0.23,validation,ortho_3919_18000_34000_Frey_et_al_2026.png,Frey et al. 2026,59,0.0,0.999886,True
0.23,validation,ortho_3919_18000_36000_Frey_et_al_2026.png,Frey et al. 2026,55,0.0,0.9994585,True
0.23,validation,ortho_3919_18000_38000_Frey_et_al_2026.png,Frey et al. 2026,46,0.0,0.99979,True
0.23,validation,ortho_3919_18000_40000_Frey_et_al_2026.png,Frey et al. 2026,57,0.0,0.9991805,True
0.23,validation,ortho_3919_18000_42000_Frey_et_al_2026.png,Frey et al. 2026,59,0.0,1.0,True
0.23,validation,ortho_3919_18000_44000_Frey_et_al_2026.png,Frey et al. 2026,46,0.0,0.999595,True
0.23,validation,ortho_3919_18000_46000_Frey_et_al_2026.png,Frey et al. 2026,53,0.08666070485115052,0.8932,False
0.23,validation,ortho_3919_20000_28000_Frey_et_al_2026.png,Frey et al. 2026,13,0.6214758924543857,0.15610190523538797,False
0.23,validation,ortho_3919_20000_30000_Frey_et_al_2026.png,Frey et al. 2026,60,0.0,0.95577025,True
0.23,validation,ortho_3919_20000_32000_Frey_et_al_2026.png,Frey et al. 2026,56,0.0,0.99884975,True
0.23,validation,ortho_3919_20000_34000_Frey_et_al_2026.png,Frey et al. 2026,65,0.0,0.99844225,True
0.23,validation,ortho_3919_20000_36000_Frey_et_al_2026.png,Frey et al. 2026,65,0.0,0.9990311333209145,True
0.23,validation,ortho_3919_20000_38000_Frey_et_al_2026.png,Frey et al. 2026,63,0.0,0.99959425,True
0.23,validation,ortho_3919_20000_40000_Frey_et_al_2026.png,Frey et al. 2026,55,0.0,0.99958525,True
0.23,validation,ortho_3919_20000_42000_Frey_et_al_2026.png,Frey et al. 2026,68,0.0,0.9944495,True
0.23,validation,ortho_3919_20000_44000_Frey_et_al_2026.png,Frey et al. 2026,69,0.0,0.95957075,True
0.23,validation,ortho_3919_20000_46000_Frey_et_al_2026.png,Frey et al. 2026,37,0.16638293091207743,0.5685145,False
0.23,validation,ortho_3919_22000_30000_Frey_et_al_2026.png,Frey et al. 2026,21,0.6005944495350123,0.24258509717300192,False
0.23,validation,ortho_3919_22000_32000_Frey_et_al_2026.png,Frey et al. 2026,23,0.4906698302943259,0.49416875,False
0.23,validation,ortho_3919_22000_34000_Frey_et_al_2026.png,Frey et al. 2026,42,0.49713598436862233,0.49390275,False
0.23,validation,ortho_3919_22000_36000_Frey_et_al_2026.png,Frey et al. 2026,34,0.5068352154772728,0.47537346942040987,False
0.23,validation,ortho_3919_22000_38000_Frey_et_al_2026.png,Frey et al. 2026,31,0.5165344465859234,0.4709357607869714,False
0.23,validation,ortho_3919_22000_40000_Frey_et_al_2026.png,Frey et al. 2026,27,0.6054440650884062,0.34275275,False
0.23,validation,ortho_3919_22000_42000_Frey_et_al_2026.png,Frey et al. 2026,25,0.7186017613634467,0.229938,False
0.23,validation,ortho_3919_22000_44000_Frey_et_al_2026.png,Frey et al. 2026,7,0.8252933035660535,0.06817225,False
